episode,reward,avg_reward,max_q,reward_var
60,0.9197577,19.623117,1.1714056,0.0041273724926823695
61,0.8670806,19.458382,1.1301514,0.004120499591402297
62,0.82652813,19.38789,1.1572092,0.0041407138142025525
63,0.8023244,19.238329,1.114215,0.004153857125295798
64,0.8329723,19.253643,1.189728,0.00409506445711971
65,0.8294187,19.147219,1.243992,0.003574494738748183
66,0.9166298,19.102772,1.2773695,0.0036283957467498594
67,0.8625324,19.017895,1.087683,0.0036278216208996466
68,0.6475161,19.237198,0.92621267,0.0045098530030203915
69,0.8705516,19.161541,1.1109535,0.0045107939616142205
70,0.8809288,19.081448,1.1728864,0.004508852930648417
71,0.8693346,18.975729,1.2462376,0.004220409243951482
72,0.8594188,18.922146,1.0894663,0.004213006933009282
73,0.81196964,18.800823,1.240512,0.004242106880255894
74,0.77559805,18.715906,1.1278502,0.004373991283921234
75,0.825825,18.734442,1.2527633,0.004248354965891498
76,0.8408426,18.621521,1.1346326,0.0042543634157035885
77,0.8684912,18.541208,1.1304352,0.004198756599311303
78,0.777875,18.452152,1.0425998,0.0043176535743400845
79,0.7371714,18.487919,1.1660208,0.004605099099627408
80,0.8640259,18.3654,1.2634484,0.0045747479408147695
81,0.91335046,18.376774,1.1869184,0.00460976368510043
82,0.871796,18.423607,1.1312282,0.004502811970219712
83,0.837264,18.301704,1.1454357,0.004471985053241991
84,0.87990963,18.210081,1.1436867,0.004481303889535912
85,0.88271266,18.118994,1.2012273,0.004422178948989659
86,0.8864332,18.063646,1.0817966,0.0044367191408703965
87,0.880285,18.009766,1.0910753,0.004301547269815874
88,0.8677741,17.933464,1.119783,0.004299546968953507
89,0.9015214,17.862572,1.1881602,0.004031981999917226
90,0.87054825,17.898933,1.2454513,0.0039460811539333744
91,0.90996623,17.9263,1.2908114,0.0038170578020109316
92,0.89256096,17.868792,1.2387652,0.0038121842484422383
93,0.8448596,17.83933,1.1047556,0.003760484969748211
94,0.8066164,17.756948,1.2207106,0.0038062466058419848
95,0.83490956,17.6893,1.1956052,0.003746531817453959
96,0.86182225,17.775562,1.1307098,0.00364409034967475
97,0.90649503,17.752949,1.1568339,0.003688409784981119
98,0.8649842,17.70774,1.0934576,0.0034655457522890587
99,0.9033815,17.646301,1.1786844,0.0033959543323476876
100,0.80619335,17.699738,1.1272233,0.0033989151802086507
101,0.7804264,17.351583,1.0603045,0.003046095503319994
102,0.8273563,17.157364,1.049044,0.002639575793650685
103,0.8500244,16.741083,1.322278,0.0026396225185693917
104,0.5804182,17.029669,0.92135966,0.004063505064603606
105,0.8378156,16.950375,1.1149533,0.003944456905344592
106,0.9080454,16.820883,1.1874683,0.00401609999466221
107,0.8665687,16.727877,1.1165415,0.004023998171130065
108,0.8597191,16.695509,1.2160581,0.004013328023285777
109,0.79377174,16.615383,1.154032,0.003955483075797047
110,0.7658689,16.577166,1.0227867,0.003955070143781594
111,0.89351386,16.521347,1.205313,0.0039969579346394194
112,0.8579177,16.478775,1.2349409,0.003997177896474652
113,0.93024325,16.448431,1.2010347,0.0041153827931536945
114,0.81439936,16.142548,1.1506621,0.004131341834434033
115,0.8253987,16.022476,1.1572429,0.004134148146487583
116,0.8279638,16.068504,1.1610031,0.004030239504218587
117,0.8025755,16.023806,1.191543,0.004053597749722078
118,0.93510354,16.161737,1.2178558,0.0034307039905481828
119,0.91739357,16.302177,1.2028097,0.0035191363317945887
120,0.86459434,16.130753,1.2707125,0.0035026437683560972
121,0.8286827,16.24142,1.1007613,0.003500065139690115
122,0.92857426,16.27564,1.2379916,0.0036306332642223734
123,0.8517028,16.070707,1.1733805,0.0036030758536577494
124,0.9123261,15.970166,1.2879304,0.003566069840480472
125,0.9315239,15.798483,1.2290004,0.0036767606579299872
126,0.8880093,15.840873,1.1723555,0.003695781203406073
127,0.8168029,15.861286,1.2013854,0.00372078939747531
128,0.85167056,15.763667,1.2194635,0.003600460153734085
129,0.87738824,15.687265,1.1272378,0.003316694534731671
130,0.7751516,15.625084,1.0809907,0.0034537665755866457
131,0.7645184,15.602342,1.0425386,0.0035513514405914265
132,0.8760651,15.60077,1.1486224,0.0035549022532250928
133,0.78661054,15.580823,1.3046128,0.0036399827532927107
134,0.808645,15.413246,1.100044,0.0036620672266882773
135,0.84409463,15.390175,1.1067114,0.003642154893554559
136,0.7675814,15.381195,1.0365808,0.0037497952839236483
137,0.8498087,15.339646,1.2485431,0.003728220625274351
138,0.8216245,15.318731,1.141936,0.003732435026336385
139,0.92663324,15.219793,1.3084097,0.0038014680353616443
140,0.7767751,15.239955,1.0952376,0.003887119223768615
141,0.82680416,15.127279,1.0710652,0.0038052643681638332
142,0.857793,15.043085,1.1750145,0.0037597311510670374
143,0.81914175,15.03851,1.1137738,0.003770737838825514
144,0.8400374,14.98212,1.1588967,0.0037444971966241834
145,0.7876345,14.991118,1.1904879,0.0038046090948652684
146,0.82226336,14.840629,1.1470491,0.003803823561069349
147,0.8760405,14.842604,1.1608781,0.003741159824540487
148,0.7970178,14.749369,1.0665318,0.00376576909033007
149,0.86072004,14.728835,1.2565378,0.003690397449354978
150,0.84442,14.67279,1.1724031,0.0036694669459662542
151,0.9066213,14.558281,1.2236176,0.0036857347779127286
152,0.8493042,14.465611,1.1925335,0.0036825843819008916
153,0.7823157,14.4798355,1.0879608,0.0037522809977256844
154,0.89659107,14.403121,1.143933,0.0023924876543206246
155,0.817352,14.368261,1.1049261,0.002408563942172572
156,0.9343556,14.1762085,1.2225426,0.0024883653923956236
157,0.8470168,14.167315,1.1703522,0.0024805162216494387
158,0.85960793,14.176145,1.1787832,0.0024804576736445036
159,0.86721355,14.183769,1.1196337,0.0024294945134815814
160,0.8678491,14.182575,1.0913539,0.0022946765017710113
161,0.89602053,14.194034,1.2764974,0.0022992268016365732
162,0.875261,14.138654,1.1034963,0.0023106223666910543
163,0.9157128,14.127337,1.1624472,0.0022676487191089973
164,0.9180671,14.02176,1.1417536,0.0023303669198580456
165,0.8238651,14.00057,1.0177847,0.002332107108685324
166,0.80412936,13.928823,1.0091166,0.0023672575530108483
167,0.8762263,13.98743,1.0904391,0.0023273483206646644
168,0.8177973,13.786285,1.1266675,0.002211429478323178
169,0.8407023,13.728469,1.1593384,0.002121441741689305
170,0.89506656,13.7660475,1.2173233,0.002158745249590445
171,0.76636016,13.776504,1.0176374,0.00229101679273832
172,0.852597,13.720328,1.0991458,0.0021593773150241297
173,0.8272745,13.760201,1.0471126,0.002166998757772561
174,0.82564336,13.717097,1.0672927,0.002085752696247696
175,0.84031856,13.637184,1.0605807,0.0019305965595582694
176,0.8605164,13.61118,1.1646211,0.0018955769328139061
177,0.8360745,13.570679,1.1883854,0.0018825709028203715
178,0.9103144,13.542582,1.2443784,0.0019717096583442275
179,0.925443,13.416661,1.2507528,0.002082718514707866
180,0.88378453,13.417346,1.2562102,0.002007703138763462
181,0.83457744,13.307126,1.2064223,0.001868656553159433
182,0.84616524,13.19713,1.1887532,0.0018533522607582543
183,0.808183,13.276065,1.0241303,0.001808362885918762
184,0.8502013,13.264155,1.0125002,0.0017749487908195409
185,0.8998734,13.256436,1.0908964,0.0018247805100951148
186,0.91356057,13.238703,1.1659089,0.0017560048760038387
187,0.8121828,13.266706,1.1123269,0.001790100900198862
188,0.88539565,13.260033,1.2369691,0.0017902345366781888
189,0.8339797,13.238635,1.2100645,0.0016876101135780614
190,0.8493627,13.140969,1.1621871,0.0015693949839986725
191,0.7964934,13.03492,1.0501554,0.0016210386286064065
192,0.81177473,13.021532,1.0781869,0.0016545565774495144
193,0.85314125,12.944516,1.1465107,0.001631843467095245
194,0.82887393,12.946064,1.1453421,0.0016401733459019906
195,0.8321476,12.966922,1.1151245,0.0015617224639121565
196,0.8455179,12.788335,1.07076,0.0015428744752939993
197,0.84574664,12.744957,1.154487,0.0015339521429160775
198,0.77659416,12.710649,1.0840281,0.0015892748033089423
199,0.893322,12.803145,1.2608949,0.0016208504418980508
200,0.8441055,12.694989,1.1303256,0.001620970496347614
201,0.93213844,12.692578,1.2311994,0.0016892029956308233
202,0.81155705,12.726776,1.0319003,0.0017251232832541134
203,0.78856814,12.713032,1.0584191,0.0017077726288857401
204,0.8390558,12.341333,1.1307583,0.0016727669478171243
205,0.81700826,12.335089,1.2273813,0.0016732602244568919
206,0.90196997,12.374979,1.2244836,0.0015858167042492254
207,0.885606,12.287693,1.2538168,0.0016082430679502438
208,0.8301735,12.26651,1.2042364,0.0016169819686849024
209,0.855368,12.150912,1.1662111,0.0016123699589588212
210,0.7840021,12.054658,1.1070753,0.0016974807851320541
211,0.8632238,12.070968,1.2287998,0.0016573299390130257
212,0.8393496,12.062267,1.2553555,0.0016450703293884542
213,0.88702595,12.130767,1.0982856,0.001582926430681745
214,0.9176241,12.1459465,1.1664274,0.0015816635821359081
215,0.8384976,12.118109,1.0496193,0.0015715315410336633
216,0.86290073,12.023133,1.0875976,0.001534673549627604
217,0.83358043,12.008237,1.0861471,0.0015244697205286466
218,0.7870548,11.811575,1.0856293,0.0015820414437090545
219,0.81573004,11.650922,1.1713169,0.0016019520573711224
220,0.88834673,11.651608,1.2536083,0.0015898088255108904
221,0.8904966,11.452401,1.1683953,0.0014875654346379634
222,0.8436457,11.455194,1.1110796,0.001488163890423306
223,0.8734469,11.455273,1.1784314,0.0014885957361690366
224,0.8429461,11.441825,1.053377,0.0014769629448818284
225,0.84746647,11.400215,1.0885314,0.0014748861715922577
226,0.8632308,11.391409,1.1955076,0.001476078753203523
227,0.86497563,11.435992,1.1789293,0.0014750164593764375
228,0.829372,11.456328,1.2130475,0.0014124495620576724
229,0.94324243,11.428174,1.3357763,0.0014735262843053765
230,0.8069644,11.422028,1.1153743,0.0014870374586244735
231,0.8433024,11.399769,1.110006,0.0014834539326545456
232,0.84499276,11.418418,1.1072392,0.0014836213873966977
233,0.83066964,11.335785,1.0767945,0.001456210691255457
234,0.9195907,11.371975,1.2262359,0.0015544490430174814
235,0.83688354,11.36883,1.2743441,0.0015079022139321838
236,0.87626815,11.38301,1.2276447,0.001438426935647254
237,0.91484255,11.345354,1.2073846,0.0014953625069081813
238,0.8632923,11.331791,1.2072014,0.001474058893010243
239,0.8725103,11.340377,1.2277826,0.0014777551595746906
240,0.8714211,11.301123,1.1082114,0.001485760388464382
241,0.89364624,11.315368,1.1689825,0.0014555324489255472
242,0.7597411,11.374277,1.0917804,0.0015986482465270484
243,0.91722333,11.361473,1.3072438,0.0016821325823909755
244,0.9104163,11.3867655,1.2373301,0.0017318051757959818
245,0.82300836,11.359157,1.0251422,0.0017422002865868538
246,0.8392062,11.233513,1.0831864,0.0017455308273883828
247,0.7980528,11.219835,1.0840567,0.00180948022389494
248,0.8519943,11.234982,1.1341263,0.0016841223473166142
249,0.81303835,11.231632,1.1563687,0.0016900146471851747
250,0.86710644,11.223514,1.3374376,0.0016911416752199483
251,0.7589547,11.164249,1.0799881,0.0017431469229561552
252,0.8241904,11.163807,1.1525459,0.0017259117167603513
253,0.8569533,11.160213,1.1225953,0.001643995722742246
254,0.87180644,11.159185,1.17299,0.001647085537893615
255,0.8704009,11.173529,1.1761138,0.001624689933589597
256,0.8405626,11.0934105,1.0686414,0.0015811651439163574
257,0.84583825,11.091803,1.0881059,0.0015603351368458336
258,0.89559376,11.123892,1.1991467,0.0015863373409409462
259,0.8428887,11.103741,1.1073139,0.0015886533051588409
260,0.8405475,11.073949,1.2068517,0.0014920852316739363
261,0.91246915,11.065329,1.2407042,0.0015577578999983234
262,0.8461891,11.094509,1.0814811,0.0015541384822694336
263,0.86557436,11.150612,1.1321349,0.0015360038426220335
264,0.8385258,11.1573305,1.003937,0.0014601599262723103
265,0.78570455,11.172507,1.0240159,0.0015488586675368905
266,0.86612326,11.18816,1.2617729,0.0015504033310099175
267,0.8222187,11.078072,1.1200795,0.0015618983368389074
268,0.823189,11.055674,0.9916715,0.0014913809255427232
269,0.79407316,11.063677,1.0666673,0.0015339679458857495
270,0.8329616,10.974414,1.1697932,0.0015151027956033997
271,0.8960003,10.935566,1.3087071,0.0015244115135525109
272,0.8941726,10.927603,1.2485975,0.0015585194903403369
273,0.7968167,10.887152,0.99728525,0.0016116216929587238
274,0.7659397,10.912697,0.98811734,0.0017566144548464364
275,0.8789935,10.877617,1.2592843,0.0017734867591489537
276,0.8508795,10.87678,1.1724131,0.0017700863403906678
277,0.8951243,10.889954,1.2120917,0.001806463973323985
278,0.8218332,10.885013,1.1356472,0.0018141909548187245
279,0.8591495,10.911168,1.1558404,0.0016377738732316922
280,0.8111636,10.9339285,1.1160116,0.0016309291930343957
281,0.827043,10.944999,1.1339233,0.0016400249043382541
282,0.88672084,10.92835,1.1060845,0.001668508674668531
283,0.89857876,10.854171,1.1983854,0.0017084082911811367
284,0.8263396,10.85353,1.0461165,0.001620907529016822
285,0.8846728,10.912773,1.13124,0.00164286492597926
286,0.8628172,10.92203,1.1722593,0.0016320613614877403
287,0.87567914,10.885597,1.2019904,0.0015586542984457924
288,0.781796,10.878138,1.0633605,0.0016437690967017293
289,0.7719188,10.891597,0.95336574,0.0017427040837990034
290,0.9300568,10.874212,1.1492943,0.0018739700715832493
291,0.8259352,10.8691435,0.93687,0.0018353058500500165
292,0.92488563,10.863899,1.246183,0.0018052310136775116
293,0.8021687,10.900748,1.0542089,0.001746905352445151
294,0.84304345,10.882641,1.2335825,0.0016608932218862122
295,0.87550247,10.854698,1.2641969,0.0016693618371816249
296,0.8324109,10.886393,1.1641738,0.001672121946366554
297,0.8400942,10.877842,0.9300566,0.0016257238558005011
298,0.8793824,10.875149,1.017234,0.0016468313108955162
299,0.81368387,10.805341,1.0520027,0.0016459427085778787
300,0.8802878,10.818214,1.1563193,0.001660184936603957
301,0.851459,10.796377,1.2232158,0.0014975461160807214
302,0.8698517,10.73756,1.3609049,0.0014926207289362456
303,0.90256137,10.743185,1.3798472,0.001546942413380571
304,0.7563807,10.757842,0.9731974,0.001715533530957604
305,0.82043827,10.765894,0.98323184,0.001721253459012327
306,0.8185135,10.701403,1.0469848,0.0017374224499465756
307,0.8685902,10.691315,1.1243349,0.0017464330279370653
308,0.84716266,10.673038,1.1298003,0.0016987459004017757
309,0.84115523,10.663931,1.2150755,0.0016990806338196202
310,0.8533612,10.68784,1.2359486,0.0016991280327942372
311,0.81310916,10.687374,1.1235058,0.0016310323916117475
312,0.8375994,10.675848,1.0909314,0.001632092785729308
313,0.85222435,10.595658,1.0832943,0.0016243552346344142
314,0.8158777,10.581295,1.0497738,0.001640197473722359
315,0.84597313,10.540574,1.1733941,0.0015691623443631684
316,0.8520112,10.521616,1.1346047,0.0015611616268010572
317,0.83904374,10.491272,1.1429513,0.001551153774226054
318,0.82705635,10.492968,1.0136524,0.0015479512085736342
319,0.9278458,10.47792,1.3630449,0.0016253311567851459
320,0.8211453,10.484553,1.0466833,0.0016354370938536692
321,0.8458227,10.444579,1.0551984,0.0015872578575301696
322,0.91041696,10.352087,1.104329,0.0016238884782484061
323,0.87456214,10.323935,1.0448302,0.0015848622411505958
324,0.9208752,10.31794,1.3522708,0.0015411820825649725
325,0.8769871,10.290691,1.2455302,0.0015390408523539422
326,0.84021616,10.22861,1.2039895,0.00154172599931554
327,0.90945303,10.115076,1.3322492,0.0015712810870512203
328,0.8481159,10.08528,1.1725916,0.0015528452006345734
329,0.87497413,10.094026,1.1092103,0.0015621983788764783
330,0.79396415,10.082551,0.89795214,0.001597301697655229
331,0.899085,10.057565,1.1410624,0.0016265545140702645
332,0.8614644,10.000209,1.0188143,0.0016054122506254803
333,0.8346986,10.009986,0.96933347,0.001569048872120857
334,0.8293155,9.994752,1.0138109,0.0015661026562010562
335,0.87455195,9.981797,1.1790023,0.0015547009371609318
336,0.83953285,9.965889,1.0859274,0.0015551786372698835
337,0.8433329,9.974003,1.1492257,0.001544108749756164
338,0.84542066,9.952867,1.0873044,0.0014458779526327604
339,0.8573851,9.971632,1.0281603,0.0013123652783461402
340,0.8732811,9.960925,1.1135439,0.0012000722345680368
341,0.8827759,9.970669,1.1066914,0.001202723889879487
342,0.81247425,9.898178,1.0518078,0.0011292066748424332
343,0.89219797,9.896527,1.23032,0.001109915620676137
344,0.856669,9.882665,1.1585683,0.0011079060441991989
345,0.8852774,9.887697,1.1957755,0.0011185532573135435
346,0.8224941,9.915029,1.0500916,0.0011291782850548532
347,0.8071104,9.923442,0.9259901,0.0011691235645676897
348,0.90294904,9.876649,1.1268123,0.0012056630935264026
349,0.8671579,9.880213,1.2544447,0.001176135476903765
350,0.7630321,9.901038,0.8737825,0.0013276187283349757
351,0.8844277,9.890914,1.1756043,0.0013484422867541754
352,0.87986803,9.883042,1.0743942,0.0013574207028489468
353,0.8081778,9.899525,0.9461333,0.0013446513797732234
354,0.8202693,9.896011,0.9902235,0.0011792581726982293
355,0.817608,9.882386,1.0130198,0.0011831093539530178
356,0.83381236,9.842306,1.0430148,0.001166672555129791
357,0.7566012,9.877314,0.83640856,0.0013445872122239161
358,0.9223149,9.818673,1.2947682,0.001447618766425452
359,0.819032,9.807647,1.0868093,0.001467111283866132
360,0.8581172,9.818323,1.2428273,0.0014679329257283687
361,0.82567245,9.8343935,1.0310209,0.0014513755391340822
362,0.89997643,9.826944,1.0975419,0.0014930248467913603
363,0.8464664,9.777694,1.0925258,0.0014938826676159725
364,0.83889925,9.766316,1.0812259,0.0014696587799568799
365,0.9192077,9.736641,1.3314581,0.0015547299297792876
366,0.9221287,9.736437,1.3463165,0.0016448977177922451
367,0.89120567,9.760516,1.1929078,0.0016626493842669086
368,0.90305537,9.758525,1.2818277,0.0016843241409852643
369,0.8907184,9.754919,1.2456002,0.0016073039240234119
370,0.91055703,9.749256,1.3272448,0.0016323796907702418
371,0.8211627,9.763993,0.9863776,0.001658685257200283
372,0.8403763,9.772019,0.8967245,0.0016108973810994261
373,0.81969887,9.755083,0.9699632,0.001633964673649572
374,0.8141546,9.738274,0.8952417,0.0015830036487550028
375,0.83798516,9.746429,1.0962156,0.0015780246922961554
376,0.8153424,9.765903,1.0721309,0.0016043608695829384
377,0.8329785,9.783143,0.9949734,0.0015465850635486295
378,0.83706963,9.792932,0.91557467,0.0015507503038874135
379,0.8455266,9.783373,1.0098858,0.0015401440592410923
380,0.8644365,9.759937,0.9513149,0.0014750333120744496
381,0.8377239,9.769616,1.079699,0.001433766104943383
382,0.81709254,9.766804,0.9566386,0.0014547597083700748
383,0.83995897,9.772305,1.1560994,0.0014519362370003924
384,0.84894496,9.783942,1.0708346,0.001442644148824075
385,0.8009652,9.71988,0.8585022,0.0014799774412222817
386,0.8826898,9.681555,1.129112,0.001499754400157159
387,0.88292813,9.643115,1.0108258,0.0015198250701661524
388,0.85788035,9.638141,1.0843287,0.0015200378494795819
389,0.9217483,9.607985,1.3275806,0.001618727291200762
390,0.86322105,9.596964,1.0822781,0.001612277482598178
391,0.7614105,9.622305,0.8374961,0.0017566077634654743
392,0.85845196,9.628266,1.208175,0.0017284353771237983
393,0.8725612,9.612606,1.185302,0.0017030751392470113
394,0.86904377,9.624208,1.2771001,0.0017092323996625248
395,0.8653091,9.593227,1.2288464,0.0016890985187697752
396,0.9057265,9.604568,1.1638725,0.0017328806894436604
397,0.8679622,9.586727,1.3236709,0.0016953083679606415
398,0.7950264,9.581924,1.1809542,0.0017094270544057643
399,0.9023007,9.540306,1.4382851,0.0017571412693603232
400,0.8589972,9.529684,1.1404703,0.0015935638735493553
401,0.7984676,9.535,1.1035097,0.0016336617922673429
402,0.8055458,9.581762,0.89799094,0.0016596486610044058
403,0.83300483,9.5844,1.0846219,0.0016290586122810057
404,0.9135678,9.574776,1.258742,0.0016860235286038576
405,0.90438014,9.54042,1.2680973,0.0017116432225254966
406,0.8748489,9.544492,1.1858051,0.0017104576185962598
407,0.89212716,9.545021,1.1749738,0.0015310106555110252
408,0.8825382,9.527287,1.1902913,0.0014584953568232124
409,0.9075423,9.512313,1.244365,0.0014766967832654148
410,0.86973375,9.464922,1.1266669,0.0014789135448937943
411,0.82205266,9.4851885,0.8414637,0.0014841537604077964
412,0.8440732,9.496912,0.8903794,0.0014538293711440905
413,0.9211265,9.489657,1.3890868,0.001529629034152873
414,0.846621,9.492137,0.99942255,0.001524275437246133
415,0.8111671,9.499838,0.85949355,0.0014958573550647796
416,0.8208811,9.506416,0.94253653,0.00143446967888803
417,0.841966,9.517332,0.937536,0.0014114768397551476
418,0.9177871,9.504246,1.3222486,0.001444921439209478
419,0.89695776,9.532285,1.1576241,0.0014548096979555953
420,0.7837568,9.528611,0.86338675,0.0014892138666250116
421,0.85406214,9.518586,1.2042891,0.0014687316579671415
422,0.872644,9.527509,1.2240099,0.001472673704624287
423,0.7911669,9.531327,0.8008059,0.0015287146068497911
424,0.82216966,9.5350275,0.9109224,0.0015172033064255433
425,0.84788465,9.512592,1.052803,0.0015129228928952995
426,0.85832584,9.514371,1.1300166,0.0014827062317842397
427,0.78235847,9.517612,0.93050665,0.0015783933193281243
428,0.84700626,9.519555,1.135267,0.0015737145546033831
429,0.8695342,9.519314,1.1945376,0.0015772587965913827
430,0.8630376,9.516489,1.1219853,0.0015767107990423133
431,0.79080296,9.529588,0.9178304,0.0016521537788243624
432,0.84569365,9.526996,1.0651569,0.0016263776876632623
433,0.8231338,9.505902,0.9557004,0.0016415165839805095
434,0.87044525,9.479529,1.2581633,0.0016468323675440737
435,0.9165541,9.461494,1.4583789,0.0016645296990214823
436,0.8844658,9.453548,1.1932464,0.0016665155999816127
437,0.8190081,9.491591,1.0693964,0.0016784977396411874
438,0.9046282,9.504297,1.1883659,0.001727850552142405
439,0.8304422,9.482593,0.9508288,0.0016490225010385058
440,0.84293187,9.462958,1.1294129,0.0016496444674248528
441,0.80836725,9.469089,0.9627924,0.0015170054288518651
442,0.84913874,9.511351,1.0987538,0.0015172621203536892
443,0.8990371,9.511582,1.3819175,0.0015509317955717508
444,0.89286965,9.494925,1.2691078,0.001576033036028754
445,0.833547,9.502863,0.91623074,0.0015833420174336068
446,0.8682759,9.477948,1.0595783,0.0015334678699746476
447,0.84109414,9.49168,0.92538124,0.0015325931985954954
448,0.84966916,9.488391,0.92704505,0.0014619801302729182
449,0.84011626,9.4967,0.9709861,0.0014181323318403864
450,0.85989726,9.514835,1.2528933,0.0014183574259868871
451,0.7976201,9.519802,1.1464132,0.0014202695503396218
452,0.8315344,9.516007,0.9263272,0.0013831091277518286
453,0.83768034,9.509473,0.91320497,0.0013795717574376515
454,0.80024207,9.51859,0.7725501,0.0013605479109968473
455,0.8497456,9.529751,0.88875246,0.0013026791810593766
456,0.8314321,9.529669,0.86270773,0.001297347837254806
457,0.866336,9.4786415,1.3357643,0.0012659861818785398
458,0.8593521,9.494691,1.2334503,0.0012451707733480946
459,0.8903821,9.488501,1.3441215,0.001209858947906134
460,0.8006157,9.474606,0.96457183,0.001245149248363769
461,0.8460991,9.456299,0.9323261,0.0012322354844566121
462,0.8458952,9.454076,0.9627377,0.0012320489930442366
463,0.8443401,9.44443,1.0522127,0.001119248084023922
464,0.83603644,9.446645,0.9024868,0.0011212093952155109
465,0.9338266,9.437353,1.4137738,0.001248913197562516
466,0.9025124,9.418398,1.2494178,0.0012911100511576478
467,0.8548423,9.3973675,1.0051644,0.0012902832689800552
468,0.8511147,9.385825,1.119661,0.001195005482325631
469,0.8497034,9.403772,1.186758,0.001146727876028442
470,0.7797046,9.415579,0.7236819,0.0011576533169754073
471,0.85387814,9.38858,1.0536675,0.0011576065621187869
472,0.8691561,9.389227,1.2191749,0.0011543048533674228
473,0.8413183,9.391277,0.95887154,0.0010889402918774916
474,0.8700975,9.387237,1.2413011,0.0010830290137235478
475,0.88764936,9.369423,1.2910213,0.0011118133757063364
476,0.8006561,9.36758,0.8897145,0.001159743385832578
477,0.771568,9.369918,0.76784766,0.001191544607886847
478,0.791197,9.399717,0.83668214,0.0012585179600022075
479,0.8388734,9.378922,0.9996276,0.0012503010067670347
480,0.8544505,9.367107,1.1920547,0.001246270812188626
481,0.78527784,9.35293,0.9369625,0.00125959061624003
482,0.8320422,9.361264,1.0356821,0.0012640730954231042
483,0.86244726,9.364048,1.0699925,0.001257047000270427
484,0.854997,9.3549185,0.94854176,0.0012473913352370426
485,0.81131697,9.344889,0.9954386,0.001171214383308471
486,0.8035275,9.35914,0.9096167,0.0011723460659226782
487,0.7550746,9.371059,0.74850726,0.0013180861116392926
488,0.8499499,9.372451,1.101167,0.0012386693936910986
489,0.76491773,9.402346,0.776616,0.0013531964891531586
490,0.83109844,9.410737,1.0222095,0.001354507156140881
491,0.84378695,9.3870125,1.0497228,0.001334429925677982
492,0.9006187,9.360169,1.0950221,0.0014059662541036236
493,0.7941336,9.362452,0.8843812,0.0013790511896556352
494,0.87346804,9.353338,1.0156878,0.0013441183889947017
495,0.84596187,9.373517,1.0423428,0.0013445075380607993
496,0.83302927,9.348428,1.0200069,0.0013273957597038115
497,0.775671,9.351731,0.85575956,0.0014058204467248111
498,0.8404251,9.355278,1.0662788,0.0014027860011728492
499,0.87665784,9.362889,1.1353813,0.0014342703598403275
500,0.8497703,9.372485,1.2067102,0.0014271228452190433
501,0.7653581,9.389393,0.71504986,0.0015003759116152238
502,0.8412671,9.34214,1.1259964,0.0015001804733582298
